"computerName","datetime","CounterCategory","CounterName","Instance","Value"
"sfbkamehameha","2018-05-6 11:04:23","processor(_total)","% processor time","_total","0.4"
"sfbkamehameha","2018-05-6 11:04:23","memory","available mbytes",,"2480"
"sfbkamehameha","2018-05-6 11:04:23","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:23","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:23","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:23","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","306.8"
"sfbkamehameha","2018-05-6 11:04:23","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:24","processor(_total)","% processor time","_total","0.88"
"sfbkamehameha","2018-05-6 11:04:24","memory","available mbytes",,"2480"
"sfbkamehameha","2018-05-6 11:04:24","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:24","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:24","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:24","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","304.81"
"sfbkamehameha","2018-05-6 11:04:24","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:25","processor(_total)","% processor time","_total","1.41"
"sfbkamehameha","2018-05-6 11:04:25","memory","available mbytes",,"2480"
"sfbkamehameha","2018-05-6 11:04:25","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:25","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:25","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:25","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.51"
"sfbkamehameha","2018-05-6 11:04:25","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:26","processor(_total)","% processor time","_total","1.79"
"sfbkamehameha","2018-05-6 11:04:26","memory","available mbytes",,"2480"
"sfbkamehameha","2018-05-6 11:04:26","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:26","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:26","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:26","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.61"
"sfbkamehameha","2018-05-6 11:04:26","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:27","processor(_total)","% processor time","_total","2.17"
"sfbkamehameha","2018-05-6 11:04:27","memory","available mbytes",,"2480"
"sfbkamehameha","2018-05-6 11:04:27","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:27","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:27","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:27","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","304.71"
"sfbkamehameha","2018-05-6 11:04:27","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:28","processor(_total)","% processor time","_total","0.26"
"sfbkamehameha","2018-05-6 11:04:28","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:28","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:28","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:28","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:28","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","302.2"
"sfbkamehameha","2018-05-6 11:04:28","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:29","processor(_total)","% processor time","_total","1.03"
"sfbkamehameha","2018-05-6 11:04:29","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:29","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:29","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:29","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:29","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","299.49"
"sfbkamehameha","2018-05-6 11:04:29","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:30","processor(_total)","% processor time","_total","0.64"
"sfbkamehameha","2018-05-6 11:04:30","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:30","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:30","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:30","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:30","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.96"
"sfbkamehameha","2018-05-6 11:04:30","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:31","processor(_total)","% processor time","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:31","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:31","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:31","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:31","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:31","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","300.32"
"sfbkamehameha","2018-05-6 11:04:31","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:32","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:32","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:32","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:32","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:32","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:32","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.4"
"sfbkamehameha","2018-05-6 11:04:32","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:33","processor(_total)","% processor time","_total","1.82"
"sfbkamehameha","2018-05-6 11:04:33","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:33","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:33","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:33","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:33","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","300.68"
"sfbkamehameha","2018-05-6 11:04:33","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:34","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:34","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:34","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:34","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:34","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:34","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.48"
"sfbkamehameha","2018-05-6 11:04:34","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:35","processor(_total)","% processor time","_total","0.68"
"sfbkamehameha","2018-05-6 11:04:35","memory","available mbytes",,"2482"
"sfbkamehameha","2018-05-6 11:04:35","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:35","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:35","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:35","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","601.17"
"sfbkamehameha","2018-05-6 11:04:35","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:36","processor(_total)","% processor time","_total","0.28"
"sfbkamehameha","2018-05-6 11:04:36","memory","available mbytes",,"2483"
"sfbkamehameha","2018-05-6 11:04:36","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:36","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:36","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:36","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","302.22"
"sfbkamehameha","2018-05-6 11:04:36","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:37","processor(_total)","% processor time","_total","2.54"
"sfbkamehameha","2018-05-6 11:04:37","memory","available mbytes",,"2483"
"sfbkamehameha","2018-05-6 11:04:37","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:37","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:37","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:37","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","300.46"
"sfbkamehameha","2018-05-6 11:04:37","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:38","processor(_total)","% processor time","_total","1.44"
"sfbkamehameha","2018-05-6 11:04:38","memory","available mbytes",,"2483"
"sfbkamehameha","2018-05-6 11:04:38","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:38","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:38","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:38","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.51"
"sfbkamehameha","2018-05-6 11:04:38","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:39","processor(_total)","% processor time","_total","3.78"
"sfbkamehameha","2018-05-6 11:04:39","memory","available mbytes",,"2483"
"sfbkamehameha","2018-05-6 11:04:39","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:39","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:39","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:39","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","300.64"
"sfbkamehameha","2018-05-6 11:04:39","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:40","processor(_total)","% processor time","_total","7.43"
"sfbkamehameha","2018-05-6 11:04:40","memory","available mbytes",,"2483"
"sfbkamehameha","2018-05-6 11:04:40","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:40","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:40","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:40","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","305.79"
"sfbkamehameha","2018-05-6 11:04:40","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:42","processor(_total)","% processor time","_total","1.48"
"sfbkamehameha","2018-05-6 11:04:42","memory","available mbytes",,"2483"
"sfbkamehameha","2018-05-6 11:04:42","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:42","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:42","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:42","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","368.28"
"sfbkamehameha","2018-05-6 11:04:42","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:43","processor(_total)","% processor time","_total","0.38"
"sfbkamehameha","2018-05-6 11:04:43","memory","available mbytes",,"2484"
"sfbkamehameha","2018-05-6 11:04:43","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:43","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:43","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:43","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","300.93"
"sfbkamehameha","2018-05-6 11:04:43","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:44","processor(_total)","% processor time","_total","1.95"
"sfbkamehameha","2018-05-6 11:04:44","memory","available mbytes",,"2491"
"sfbkamehameha","2018-05-6 11:04:44","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:44","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:44","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:44","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","299.02"
"sfbkamehameha","2018-05-6 11:04:44","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:45","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:45","memory","available mbytes",,"2490"
"sfbkamehameha","2018-05-6 11:04:45","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:45","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:45","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:45","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.42"
"sfbkamehameha","2018-05-6 11:04:45","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:46","processor(_total)","% processor time","_total","0.25"
"sfbkamehameha","2018-05-6 11:04:46","memory","available mbytes",,"2491"
"sfbkamehameha","2018-05-6 11:04:46","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:46","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:46","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:46","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","299.5"
"sfbkamehameha","2018-05-6 11:04:46","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:47","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:47","memory","available mbytes",,"2491"
"sfbkamehameha","2018-05-6 11:04:47","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:47","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:47","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:47","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.46"
"sfbkamehameha","2018-05-6 11:04:47","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:48","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:48","memory","available mbytes",,"2491"
"sfbkamehameha","2018-05-6 11:04:48","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:48","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:48","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:48","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","299.61"
"sfbkamehameha","2018-05-6 11:04:48","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:49","processor(_total)","% processor time","_total","1.88"
"sfbkamehameha","2018-05-6 11:04:49","memory","available mbytes",,"2491"
"sfbkamehameha","2018-05-6 11:04:49","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:49","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:49","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:49","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.45"
"sfbkamehameha","2018-05-6 11:04:49","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","139.36"
